,number_of_group,type_occasion,start_date,end_date,internal_occasion,device,devicecode,qauntity_package_one,quantity_package_double,>420,r-a,task_alarm,mix_task,KPU/KnPU,receipt_without_pack,receipt_without_pack_and_alarm,solved_task
1085,1,pack,2019-08-21 00:33:02,2019-08-21 00:33:53,1,142,2803,,,,,,,,,,
1086,1,receipt,2019-08-21 00:34:25,2019-08-21 00:34:27,0,142,2803,0,1,,,,,KPU,,,task_solved
1087,2,pack,2019-08-21 00:35:14,2019-08-21 00:36:09,1,142,2803,,,,,,,,,,
1088,2,receipt,2019-08-21 00:37:19,2019-08-21 00:37:56,0,142,2803,0,1,,,,,KPU,,,task_solved
1089,3,pack,2019-08-21 00:38:27,2019-08-21 00:39:29,1,142,2803,,,,,,,,,,
1090,3,receipt,2019-08-21 00:40:07,2019-08-21 00:40:16,0,142,2803,0,1,,,,,KPU,,,task_solved
1091,4,pack,2019-08-21 00:42:34,2019-08-21 00:43:18,1,142,2803,,,,,,,,,,
1092,4,receipt,2019-08-21 00:43:54,2019-08-21 00:44:04,0,142,2803,0,1,,,,,KPU,,,task_solved
1093,5,pack,2019-08-21 00:49:15,2019-08-21 00:49:59,1,142,2803,,,,,,,,,,
1094,5,receipt,2019-08-21 00:50:10,2019-08-21 00:50:28,0,142,2803,0,1,,,,,KPU,,,task_solved
1095,6,pack,2019-08-21 01:42:02,2019-08-21 01:42:54,1,142,2803,,,,,,,,,,
1096,6,pack,2019-08-21 01:43:38,2019-08-21 01:44:32,1,142,2803,,,,,,,,,,
1097,6,receipt,2019-08-21 01:44:40,2019-08-21 01:45:04,0,142,2803,0,2,,,,,KPU,,,task_solved
1098,7,pack,2019-08-21 01:51:55,2019-08-21 01:52:40,1,142,2803,,,,,,,,,,
1099,7,pack,2019-08-21 01:53:45,2019-08-21 01:56:22,1,142,2803,,,,,,,,,,
1100,7,alarm,2019-08-21 01:53:53,None,1,142,2803,,,,,,,,,,
1101,7,issue,2019-08-21 01:56:22,None,1,142,2803,,,,,,,,,,
1102,7,receipt,2019-08-21 01:57:28,2019-08-21 01:57:33,0,142,2803,2,0,,,,mix_task,KPU,,,task_solved
1103,8,pack,2019-08-21 01:58:00,2019-08-21 01:58:50,1,142,2803,,,,,,,,,,
1104,8,receipt,2019-08-21 01:59:03,2019-08-21 01:59:08,0,142,2803,0,1,,,,,KPU,,,task_solved
1105,9,pack,2019-08-21 01:59:34,2019-08-21 02:00:24,1,142,2803,,,,,,,,,,
1106,9,receipt,2019-08-21 02:00:51,2019-08-21 02:00:54,0,142,2803,0,1,,,,,KPU,,,task_solved
1107,10,pack,2019-08-21 02:01:23,2019-08-21 02:02:14,1,142,2803,,,,,,,,,,
1108,10,receipt,2019-08-21 02:02:48,2019-08-21 02:02:50,0,142,2803,0,1,,,,,KPU,,,task_solved
1109,11,pack,2019-08-21 02:27:37,2019-08-21 02:28:45,1,142,2803,,,,,,,,,,
1110,11,receipt,2019-08-21 02:29:48,2019-08-21 02:30:03,0,142,2803,0,1,,,,,KPU,,,task_solved
1111,12,pack,2019-08-21 02:45:46,2019-08-21 02:46:41,1,142,2803,,,,,,,,,,
1112,12,receipt,2019-08-21 02:47:11,2019-08-21 02:47:13,0,142,2803,0,1,,,,,KPU,,,task_solved
1113,13,pack,2019-08-21 03:11:12,2019-08-21 03:12:06,1,142,2803,,,,,,,,,,
1114,13,receipt,2019-08-21 03:12:15,2019-08-21 03:12:20,0,142,2803,0,1,,,,,KPU,,,task_solved
1115,14,pack,2019-08-21 03:35:15,2019-08-21 03:36:06,1,142,2803,,,,,,,,,,
1116,14,receipt,2019-08-21 03:36:26,2019-08-21 03:36:27,0,142,2803,0,1,,,,,KPU,,,task_solved
1117,15,pack,2019-08-21 03:41:06,2019-08-21 03:41:53,1,142,2803,,,,,,,,,,
1118,15,receipt,2019-08-21 03:42:17,2019-08-21 03:42:19,0,142,2803,0,1,,,,,KPU,,,task_solved
1119,16,pack,2019-08-21 03:42:44,2019-08-21 03:43:30,1,142,2803,,,,,,,,,,
1120,16,receipt,2019-08-21 03:43:58,2019-08-21 03:44:01,0,142,2803,0,1,,,,,KPU,,,task_solved
1121,17,pack,2019-08-21 03:44:24,2019-08-21 03:45:05,1,142,2803,,,,,,,,,,
1122,17,pack,2019-08-21 03:45:34,2019-08-21 03:46:24,1,142,2803,,,,,,,,,,
1123,17,receipt,2019-08-21 03:46:54,2019-08-21 03:46:59,0,142,2803,0,2,,,,,KPU,,,task_solved
1124,18,pack,2019-08-21 04:04:54,2019-08-21 04:05:37,1,142,2803,,,,,,,,,,
1125,18,receipt,2019-08-21 04:06:09,2019-08-21 04:06:11,0,142,2803,0,1,,,,,KPU,,,task_solved
1126,19,pack,2019-08-21 04:25:57,2019-08-21 04:26:41,1,142,2803,,,,,,,,,,
1127,19,receipt,2019-08-21 04:27:22,2019-08-21 04:27:24,0,142,2803,0,1,,,,,KPU,,,task_solved
1128,20,pack,2019-08-21 04:35:02,2019-08-21 04:36:07,1,142,2803,,,,,,,,,,
1129,20,receipt,2019-08-21 04:36:44,2019-08-21 04:36:46,0,142,2803,0,1,,,,,KPU,,,task_solved
1130,21,pack,2019-08-21 04:40:12,2019-08-21 04:40:52,1,142,2803,,,,,,,,,,
1131,21,issue,2019-08-21 04:40:52,None,1,142,2803,,,,,,,,,,
1132,21,issue,2019-08-21 04:40:52,None,1,142,2803,,,,,,,,,,
1133,21,pack,2019-08-21 04:41:58,2019-08-21 04:43:26,1,142,2803,,,,,,,,,,
1134,21,receipt,2019-08-21 04:44:56,2019-08-21 04:45:17,0,142,2803,1,0,,,,,KnPU,,,task_doesn't_solved
1135,22,pack,2019-08-21 04:49:38,2019-08-21 04:50:32,1,142,2803,,,,,,,,,,
1136,22,receipt,2019-08-21 04:50:48,2019-08-21 04:51:02,0,142,2803,0,1,,,,,KPU,,,task_solved
1137,23,pack,2019-08-21 04:57:13,2019-08-21 04:58:06,1,142,2803,,,,,,,,,,
1138,23,receipt,2019-08-21 04:58:28,2019-08-21 04:59:03,0,142,2803,0,1,,,,,KPU,,,task_solved
1139,1,pack,2019-08-21 00:35:50,2019-08-21 00:36:36,1,144,28552,,,,,,,,,,
1140,1,pack,2019-08-21 00:37:17,2019-08-21 00:38:02,1,144,28552,,,,,,,,,,
1141,1,pack,2019-08-21 00:38:53,2019-08-21 00:39:38,1,144,28552,,,,,,,,,,
1142,1,receipt,2019-08-21 00:35:43,2019-08-21 00:40:20,1,144,28552,0,3,,,,,KPU,,,task_solved
1143,2,pack,2019-08-21 01:41:17,2019-08-21 01:41:59,1,144,28552,,,,,,,,,,
1144,2,receipt,2019-08-21 01:41:11,2019-08-21 01:42:40,1,144,28552,0,1,,,,,KPU,,,task_solved
1145,3,pack,2019-08-21 01:59:40,2019-08-21 02:00:23,1,144,28552,,,,,,,,,,
1146,3,receipt,2019-08-21 01:59:32,2019-08-21 02:01:03,1,144,28552,0,1,,,,,KPU,,,task_solved
1147,4,pack,2019-08-21 02:03:45,2019-08-21 02:04:32,1,144,28552,,,,,,,,,,
1148,4,receipt,2019-08-21 02:03:38,2019-08-21 02:05:20,1,144,28552,0,1,,,,,KPU,,,task_solved
1149,5,pack,2019-08-21 02:07:44,2019-08-21 02:08:24,1,144,28552,,,,,,,,,,
1150,5,receipt,2019-08-21 02:07:39,2019-08-21 02:09:03,1,144,28552,0,1,,,,,KPU,,,task_solved
1151,6,pack,2019-08-21 02:11:47,2019-08-21 02:12:29,1,144,28552,,,,,,,,,,
1152,6,receipt,2019-08-21 02:11:41,2019-08-21 02:13:09,1,144,28552,0,1,,,,,KPU,,,task_solved
1153,7,pack,2019-08-21 02:13:48,2019-08-21 02:14:27,1,144,28552,,,,,,,,,,
1154,7,receipt,2019-08-21 02:13:43,2019-08-21 02:15:03,1,144,28552,0,1,,,,,KPU,,,task_solved
1155,8,pack,2019-08-21 02:19:05,2019-08-21 02:20:02,1,144,28552,,,,,,,,,,
1156,8,receipt,2019-08-21 02:18:54,2019-08-21 02:20:50,1,144,28552,0,1,,,,,KPU,,,task_solved
1157,9,pack,2019-08-21 02:22:40,2019-08-21 02:23:28,1,144,28552,,,,,,,,,,
1158,9,receipt,2019-08-21 02:22:31,2019-08-21 02:24:13,1,144,28552,0,1,,,,,KPU,,,task_solved
1159,10,pack,2019-08-21 02:42:35,2019-08-21 02:43:18,1,144,28552,,,,,,,,,,
1160,10,receipt,2019-08-21 02:42:29,2019-08-21 02:44:18,1,144,28552,0,1,,,,,KPU,,,task_solved
1161,11,pack,2019-08-21 02:55:14,2019-08-21 02:55:53,1,144,28552,,,,,,,,,,
1162,11,receipt,2019-08-21 02:55:04,2019-08-21 02:56:41,1,144,28552,0,1,,,,,KPU,,,task_solved
1163,12,pack,2019-08-21 03:04:50,2019-08-21 03:05:32,1,144,28552,,,,,,,,,,
1164,12,receipt,2019-08-21 03:04:45,2019-08-21 03:06:10,1,144,28552,0,1,,,,,KPU,,,task_solved
1165,13,pack,2019-08-21 03:11:38,2019-08-21 03:12:35,1,144,28552,,,,,,,,,,
1166,13,receipt,2019-08-21 03:11:29,2019-08-21 03:13:22,1,144,28552,0,1,,,,,KPU,,,task_solved
1167,14,pack,2019-08-21 03:18:18,2019-08-21 03:18:59,1,144,28552,,,,,,,,,,
1168,14,receipt,2019-08-21 03:18:09,2019-08-21 03:19:41,1,144,28552,0,1,,,,,KPU,,,task_solved
1169,15,pack,2019-08-21 03:20:44,2019-08-21 03:21:28,1,144,28552,,,,,,,,,,
1170,15,receipt,2019-08-21 03:20:36,2019-08-21 03:22:01,1,144,28552,0,1,,,,,KPU,,,task_solved
1171,16,pack,2019-08-21 03:22:35,2019-08-21 03:23:14,1,144,28552,,,,,,,,,,
1172,16,receipt,2019-08-21 03:22:29,2019-08-21 03:24:00,1,144,28552,0,1,,,,,KPU,,,task_solved
1173,17,pack,2019-08-21 03:29:09,2019-08-21 03:29:53,1,144,28552,,,,,,,,,,
1174,17,receipt,2019-08-21 03:29:02,2019-08-21 03:30:34,1,144,28552,0,1,,,,,KPU,,,task_solved
1175,18,pack,2019-08-21 03:31:05,2019-08-21 03:31:45,1,144,28552,,,,,,,,,,
1176,18,receipt,2019-08-21 03:31:00,2019-08-21 03:32:31,1,144,28552,0,1,,,,,KPU,,,task_solved
1177,19,pack,2019-08-21 03:43:57,2019-08-21 03:44:42,1,144,28552,,,,,,,,,,
1178,19,receipt,2019-08-21 03:45:21,2019-08-21 03:45:24,0,144,28552,0,1,,,,,KPU,,,task_solved
1179,20,pack,2019-08-21 03:46:10,2019-08-21 03:47:06,1,144,28552,,,,,,,,,,
1180,20,receipt,2019-08-21 03:46:02,2019-08-21 03:48:13,1,144,28552,0,1,,,,,KPU,,,task_solved
1181,21,pack,2019-08-21 03:48:51,2019-08-21 03:49:35,1,144,28552,,,,,,,,,,
1182,21,receipt,2019-08-21 03:48:43,2019-08-21 03:50:20,1,144,28552,0,1,,,,,KPU,,,task_solved
1183,22,pack,2019-08-21 03:51:07,2019-08-21 03:51:52,1,144,28552,,,,,,,,,,
1184,22,receipt,2019-08-21 03:50:59,2019-08-21 03:52:34,1,144,28552,0,1,,,,,KPU,,,task_solved
1185,23,pack,2019-08-21 03:55:59,2019-08-21 03:56:41,1,144,28552,,,,,,,,,,
1186,23,receipt,2019-08-21 03:55:50,2019-08-21 03:57:21,1,144,28552,0,1,,,,,KPU,,,task_solved
1187,24,pack,2019-08-21 03:58:07,2019-08-21 03:58:48,1,144,28552,,,,,,,,,,
1188,24,receipt,2019-08-21 03:58:01,2019-08-21 03:59:33,1,144,28552,0,1,,,,,KPU,,,task_solved
1189,25,pack,2019-08-21 04:00:21,2019-08-21 04:01:01,1,144,28552,,,,,,,,,,
1190,25,receipt,2019-08-21 04:00:14,2019-08-21 04:01:48,1,144,28552,0,1,,,,,KPU,,,task_solved
1191,26,pack,2019-08-21 04:02:41,2019-08-21 04:03:20,1,144,28552,,,,,,,,,,
1192,26,receipt,2019-08-21 04:02:35,2019-08-21 04:03:52,1,144,28552,0,1,,,,,KPU,,,task_solved
1193,27,pack,2019-08-21 04:04:31,2019-08-21 04:05:10,1,144,28552,,,,,,,,,,
1194,27,receipt,2019-08-21 04:04:25,2019-08-21 04:05:53,1,144,28552,0,1,,,,,KPU,,,task_solved
1195,28,pack,2019-08-21 04:06:45,2019-08-21 04:07:31,1,144,28552,,,,,,,,,,
1196,28,pack,2019-08-21 04:08:40,2019-08-21 04:10:25,1,144,28552,,,,,,,,,,
1197,28,receipt,2019-08-21 04:12:08,2019-08-21 04:12:11,0,144,28552,1,0,,,,,,,,
1198,28,receipt,2019-08-21 04:12:22,2019-08-21 04:12:25,0,144,28552,0,1,,,,,KPU,,,task_solved
1199,29,pack,2019-08-21 04:13:22,2019-08-21 04:14:05,1,144,28552,,,,,,,,,,
1200,29,pack,2019-08-21 04:14:38,2019-08-21 04:15:15,1,144,28552,,,,,,,,,,
1201,29,receipt,2019-08-21 04:13:15,2019-08-21 04:15:50,1,144,28552,0,2,,,,,KPU,,,task_solved
1202,30,pack,2019-08-21 04:16:20,2019-08-21 04:17:03,1,144,28552,,,,,,,,,,
1203,30,receipt,2019-08-21 04:16:15,2019-08-21 04:17:49,1,144,28552,0,1,,,,,KPU,,,task_solved
1204,31,pack,2019-08-21 04:18:20,2019-08-21 04:18:59,1,144,28552,,,,,,,,,,
1205,31,receipt,2019-08-21 04:18:15,2019-08-21 04:19:48,1,144,28552,0,1,,,,,KPU,,,task_solved
1206,32,pack,2019-08-21 04:24:33,2019-08-21 04:25:10,1,144,28552,,,,,,,,,,
1207,32,pack,2019-08-21 04:25:39,2019-08-21 04:26:27,1,144,28552,,,,,,,,,,
1208,32,receipt,2019-08-21 04:24:28,2019-08-21 04:26:56,1,144,28552,0,2,,,,,KPU,,,task_solved
1209,33,pack,2019-08-21 04:27:31,2019-08-21 04:28:09,1,144,28552,,,,,,,,,,
1210,33,receipt,2019-08-21 04:27:23,2019-08-21 04:29:03,1,144,28552,0,1,,,,,KPU,,,task_solved
1211,34,pack,2019-08-21 04:30:36,2019-08-21 04:31:13,1,144,28552,,,,,,,,,,
1212,34,receipt,2019-08-21 04:30:30,2019-08-21 04:32:04,1,144,28552,0,1,,,,,KPU,,,task_solved
1213,35,pack,2019-08-21 04:32:56,2019-08-21 04:33:33,1,144,28552,,,,,,,,,,
1214,35,receipt,2019-08-21 04:32:51,2019-08-21 04:34:16,1,144,28552,0,1,,,,,KPU,,,task_solved
1215,36,pack,2019-08-21 04:43:52,2019-08-21 04:44:32,1,144,28552,,,,,,,,,,
1216,36,pack,2019-08-21 04:45:14,2019-08-21 04:45:59,1,144,28552,,,,,,,,,,
1217,36,receipt,2019-08-21 04:43:47,2019-08-21 04:46:29,1,144,28552,0,2,,,,,KPU,,,task_solved
1218,37,pack,2019-08-21 04:50:14,2019-08-21 04:50:56,1,144,28552,,,,,,,,,,
1219,37,receipt,2019-08-21 04:50:06,2019-08-21 04:52:14,1,144,28552,0,1,,,,,KPU,,,task_solved
1220,38,pack,2019-08-21 04:53:27,2019-08-21 04:54:11,1,144,28552,,,,,,,,,,
1221,38,receipt,2019-08-21 04:53:22,2019-08-21 04:54:51,1,144,28552,0,1,,,,,KPU,,,task_solved
1222,39,pack,2019-08-21 04:55:28,2019-08-21 04:56:10,1,144,28552,,,,,,,,,,
1223,39,receipt,2019-08-21 04:56:51,2019-08-21 04:56:53,0,144,28552,0,1,,,,,KPU,,,task_solved
1224,40,pack,2019-08-21 05:14:46,2019-08-21 05:15:31,1,144,28552,,,,,,,,,,
1225,40,receipt,2019-08-21 05:14:39,2019-08-21 05:16:32,1,144,28552,0,1,,,,,KPU,,,task_solved
1226,41,pack,2019-08-21 05:25:11,2019-08-21 05:26:12,1,144,28552,,,,,,,,,,
1227,41,receipt,2019-08-21 05:27:11,2019-08-21 05:27:29,0,144,28552,0,1,,,,,KPU,,,task_solved
1228,42,pack,2019-08-21 05:28:44,2019-08-21 05:29:25,1,144,28552,,,,,,,,,,
1229,42,receipt,2019-08-21 05:28:38,2019-08-21 05:30:10,1,144,28552,0,1,,,,,KPU,,,task_solved
1230,43,pack,2019-08-21 05:31:18,2019-08-21 05:31:57,1,144,28552,,,,,,,,,,
1231,43,receipt,2019-08-21 05:31:12,2019-08-21 05:32:19,1,144,28552,0,1,,,,,KPU,,,task_solved
1232,44,pack,2019-08-21 05:33:58,2019-08-21 05:34:38,1,144,28552,,,,,,,,,,
1233,44,receipt,2019-08-21 05:33:52,2019-08-21 05:35:28,1,144,28552,0,1,,,,,KPU,,,task_solved
1234,45,pack,2019-08-21 05:36:12,2019-08-21 05:36:51,1,144,28552,,,,,,,,,,
1235,45,receipt,2019-08-21 05:36:03,2019-08-21 05:37:25,1,144,28552,0,1,,,,,KPU,,,task_solved
1236,46,pack,2019-08-21 05:40:32,2019-08-21 05:41:14,1,144,28552,,,,,,,,,,
1237,46,receipt,2019-08-21 05:40:27,2019-08-21 05:41:37,1,144,28552,0,1,,,,,KPU,,,task_solved
1238,47,pack,2019-08-21 05:42:18,2019-08-21 05:43:00,1,144,28552,,,,,,,,,,
1239,47,pack,2019-08-21 05:43:41,2019-08-21 05:44:25,1,144,28552,,,,,,,,,,
1240,47,receipt,2019-08-21 05:42:13,2019-08-21 05:45:08,1,144,28552,0,2,,,,,KPU,,,task_solved
1241,48,pack,2019-08-21 05:45:50,2019-08-21 05:46:27,1,144,28552,,,,,,,,,,
1242,1,pack,2019-08-21 00:45:02,2019-08-21 00:45:33,1,3,3019,,,,,,,,,,
1243,1,pack,2019-08-21 00:46:52,2019-08-21 00:47:30,1,3,3019,,,,,,,,,,
1244,1,receipt,2019-08-21 00:44:53,2019-08-21 00:49:13,1,3,3019,0,2,,,,,KnPU,,,task_doesn't_solved
1245,2,pack,2019-08-21 01:12:53,2019-08-21 01:13:30,1,3,3019,,,,,,,,,,
1246,2,receipt,2019-08-21 01:12:46,2019-08-21 01:14:18,1,3,3019,0,1,,,,,KPU,,,task_solved
1247,3,pack,2019-08-21 01:23:59,2019-08-21 01:24:35,1,3,3019,,,,,,,,,,
1248,3,receipt,2019-08-21 01:23:54,2019-08-21 01:25:25,1,3,3019,0,1,,,,,KPU,,,task_solved
1249,4,pack,2019-08-21 01:48:06,2019-08-21 01:48:39,1,3,3019,,,,,,,,,,
1250,4,receipt,2019-08-21 01:48:00,2019-08-21 01:49:30,1,3,3019,0,1,,,,,KPU,,,task_solved
1251,5,pack,2019-08-21 01:50:46,2019-08-21 01:51:57,1,3,3019,,,,,,,,,,
1252,5,receipt,2019-08-21 01:50:36,2019-08-21 01:52:40,1,3,3019,0,1,,,,,KPU,,,task_solved
1253,6,pack,2019-08-21 02:10:22,2019-08-21 02:11:01,1,3,3019,,,,,,,,,,
1254,6,receipt,2019-08-21 02:10:14,2019-08-21 02:12:14,1,3,3019,0,1,,,,,KPU,,,task_solved
1255,7,pack,2019-08-21 02:12:50,2019-08-21 02:13:26,1,3,3019,,,,,,,,,,
1256,7,receipt,2019-08-21 02:12:44,2019-08-21 02:14:16,1,3,3019,0,1,,,,,KPU,,,task_solved
1257,8,pack,2019-08-21 02:29:51,2019-08-21 02:31:39,1,3,3019,,,,,,,,,,
1258,8,receipt,2019-08-21 02:29:37,2019-08-21 02:32:43,1,3,3019,1,0,,,,,KPU,,,task_solved
1259,9,pack,2019-08-21 03:41:07,2019-08-21 03:41:57,1,3,3019,,,,,,,,,,
1260,9,pack,2019-08-21 03:42:59,2019-08-21 03:43:40,1,3,3019,,,,,,,,,,
1261,1,pack,2019-08-21 00:52:12,2019-08-21 00:53:03,1,124,2806,,,,,,,,,,
1262,1,receipt,2019-08-21 00:51:15,2019-08-21 00:54:16,1,124,2806,0,1,,,,,KPU,,,task_solved
1263,2,pack,2019-08-21 00:57:00,2019-08-21 00:57:11,1,124,2806,,,,,,,,,,
1264,2,issue,2019-08-21 00:57:11,None,1,124,2806,,,,,,,,,,
1265,2,issue,2019-08-21 00:57:11,None,1,124,2806,,,,,,,,,,
1266,2,issue,2019-08-21 00:57:11,None,1,124,2806,,,,,,,,,,
1267,2,pack,2019-08-21 00:57:29,2019-08-21 00:58:27,1,124,2806,,,,,,,,,,
1268,2,pack,2019-08-21 00:59:40,2019-08-21 01:00:41,1,124,2806,,,,,,,,,,
1269,2,receipt,2019-08-21 00:56:49,2019-08-21 01:01:31,1,124,2806,0,2,,,,,KnPU,,,task_doesn't_solved
1270,3,pack,2019-08-21 01:16:04,2019-08-21 01:17:08,1,124,2806,,,,,,,,,,
1271,3,receipt,2019-08-21 01:15:55,2019-08-21 01:17:54,1,124,2806,0,1,,,,,KPU,,,task_solved
1272,4,pack,2019-08-21 01:18:42,2019-08-21 01:19:39,1,124,2806,,,,,,,,,,
1273,4,pack,2019-08-21 01:20:54,2019-08-21 01:21:46,1,124,2806,,,,,,,,,,
1274,4,receipt,2019-08-21 01:18:34,2019-08-21 01:22:42,1,124,2806,0,2,,,,,KPU,,,task_solved
1275,5,pack,2019-08-21 01:23:34,2019-08-21 01:24:30,1,124,2806,,,,,,,,,,
1276,5,receipt,2019-08-21 01:23:28,2019-08-21 01:26:04,1,124,2806,0,1,,,,,KPU,,,task_solved
1277,6,pack,2019-08-21 01:27:11,2019-08-21 01:28:23,1,124,2806,,,,,,,,,,
1278,6,receipt,2019-08-21 01:27:05,2019-08-21 01:29:32,1,124,2806,0,1,,,,,KPU,,,task_solved
1279,7,pack,2019-08-21 01:34:10,2019-08-21 01:35:01,1,124,2806,,,,,,,,,,
1280,7,receipt,2019-08-21 01:33:59,2019-08-21 01:36:11,1,124,2806,0,1,,,,,KPU,,,task_solved
1281,8,pack,2019-08-21 01:45:18,2019-08-21 01:46:15,1,124,2806,,,,,,,,,,
1282,8,pack,2019-08-21 01:47:13,2019-08-21 01:48:34,1,124,2806,,,,,,,,,,
1283,8,receipt,2019-08-21 01:45:10,2019-08-21 01:49:26,1,124,2806,0,2,,,,,KPU,,,task_solved
1284,9,pack,2019-08-21 01:55:57,2019-08-21 01:56:58,1,124,2806,,,,,,,,,,
1285,9,pack,2019-08-21 01:57:58,2019-08-21 01:59:01,1,124,2806,,,,,,,,,,
1286,9,receipt,2019-08-21 01:55:51,2019-08-21 02:00:23,1,124,2806,0,2,,,,,KPU,,,task_solved
1287,10,pack,2019-08-21 02:02:57,2019-08-21 02:03:59,1,124,2806,,,,,,,,,,
1288,10,receipt,2019-08-21 02:02:46,2019-08-21 02:04:40,1,124,2806,0,1,,,,,KPU,,,task_solved
1289,11,pack,2019-08-21 02:06:01,2019-08-21 02:07:00,1,124,2806,,,,,,,,,,
1290,11,receipt,2019-08-21 02:05:58,2019-08-21 02:07:41,1,124,2806,0,1,,,,,KPU,,,task_solved
1291,12,pack,2019-08-21 02:10:28,2019-08-21 02:11:30,1,124,2806,,,,,,,,,,
1292,12,receipt,2019-08-21 02:10:01,2019-08-21 02:12:38,1,124,2806,0,1,,,,,KPU,,,task_solved
1293,13,pack,2019-08-21 02:33:29,2019-08-21 02:34:16,1,124,2806,,,,,,,,,,
1294,13,pack,2019-08-21 02:35:21,2019-08-21 02:36:11,1,124,2806,,,,,,,,,,
1295,13,receipt,2019-08-21 02:33:22,2019-08-21 02:36:46,1,124,2806,0,2,,,,,KPU,,,task_solved
1296,14,pack,2019-08-21 02:37:51,2019-08-21 02:38:51,1,124,2806,,,,,,,,,,
1297,14,pack,2019-08-21 02:40:02,2019-08-21 02:40:54,1,124,2806,,,,,,,,,,
1298,14,receipt,2019-08-21 02:37:46,2019-08-21 02:41:47,1,124,2806,0,2,,,,,KPU,,,task_solved
1299,15,pack,2019-08-21 02:42:24,2019-08-21 02:43:28,1,124,2806,,,,,,,,,,
1300,15,receipt,2019-08-21 02:42:14,2019-08-21 02:44:38,1,124,2806,0,1,,,,,KPU,,,task_solved
1301,16,pack,2019-08-21 02:45:45,2019-08-21 02:46:50,1,124,2806,,,,,,,,,,
1302,16,receipt,2019-08-21 02:45:38,2019-08-21 02:48:03,1,124,2806,0,1,,,,,KPU,,,task_solved
1303,17,pack,2019-08-21 02:48:55,2019-08-21 02:49:50,1,124,2806,,,,,,,,,,
1304,17,receipt,2019-08-21 02:48:49,2019-08-21 02:51:01,1,124,2806,0,1,,,,,KPU,,,task_solved
1305,18,pack,2019-08-21 03:15:09,2019-08-21 03:16:27,1,124,2806,,,,,,,,,,
1306,18,receipt,2019-08-21 03:15:00,2019-08-21 03:17:46,1,124,2806,0,1,,,,,KPU,,,task_solved
1307,1,pack,2019-08-21 00:52:21,2019-08-21 00:53:13,1,157,2795,,,,,,,,,,
1308,1,pack,2019-08-21 00:55:50,2019-08-21 00:56:35,1,157,2795,,,,,,,,,,
1309,1,receipt,2019-08-21 00:55:45,2019-08-21 00:57:20,1,157,2795,0,2,,,,,KPU,,,task_solved
1310,2,pack,2019-08-21 00:58:05,2019-08-21 00:58:51,1,157,2795,,,,,,,,,,
1311,2,receipt,2019-08-21 00:59:33,2019-08-21 00:59:39,0,157,2795,0,1,,,,,KPU,,,task_solved
1312,3,pack,2019-08-21 01:00:21,2019-08-21 01:01:07,1,157,2795,,,,,,,,,,
1313,3,receipt,2019-08-21 01:01:58,2019-08-21 01:02:12,0,157,2795,0,1,,,,,KPU,,,task_solved
1314,4,pack,2019-08-21 01:11:55,2019-08-21 01:12:41,1,157,2795,,,,,,,,,,
1315,4,receipt,2019-08-21 01:13:25,2019-08-21 01:13:37,0,157,2795,0,1,,,,,KPU,,,task_solved
1316,5,pack,2019-08-21 01:16:36,2019-08-21 01:17:28,1,157,2795,,,,,,,,,,
1317,5,receipt,2019-08-21 01:18:20,2019-08-21 01:18:42,0,157,2795,0,1,,,,,KPU,,,task_solved
1318,6,pack,2019-08-21 01:22:45,2019-08-21 01:23:25,1,157,2795,,,,,,,,,,
1319,6,receipt,2019-08-21 01:24:24,2019-08-21 01:24:41,0,157,2795,0,1,,,,,KPU,,,task_solved
1320,7,pack,2019-08-21 01:43:43,2019-08-21 01:44:23,1,157,2795,,,,,,,,,,
1321,7,receipt,2019-08-21 01:46:01,2019-08-21 01:46:27,0,157,2795,0,1,,,,,KPU,,,task_solved
1322,8,pack,2019-08-21 01:47:08,2019-08-21 01:48:03,1,157,2795,,,,,,,,,,
1323,8,receipt,2019-08-21 01:49:20,2019-08-21 01:49:28,0,157,2795,0,1,,,,,KPU,,,task_solved
1324,9,pack,2019-08-21 01:50:24,2019-08-21 01:51:06,1,157,2795,,,,,,,,,,
1325,9,pack,2019-08-21 01:52:10,2019-08-21 01:52:54,1,157,2795,,,,,,,,,,
1326,9,receipt,2019-08-21 01:53:36,2019-08-21 01:54:00,0,157,2795,0,2,,,,,KPU,,,task_solved
1327,10,pack,2019-08-21 01:55:58,2019-08-21 01:56:39,1,157,2795,,,,,,,,,,
1328,10,receipt,2019-08-21 01:58:05,2019-08-21 01:58:12,0,157,2795,0,1,,,,,KPU,,,task_solved
1329,11,pack,2019-08-21 02:01:35,2019-08-21 02:02:10,1,157,2795,,,,,,,,,,
1330,11,issue,2019-08-21 02:02:10,None,1,157,2795,,,,,,,,,,
1331,11,issue,2019-08-21 02:02:10,None,1,157,2795,,,,,,,,,,
1332,11,pack,2019-08-21 02:02:24,2019-08-21 02:02:48,1,157,2795,,,,,,,,,,
1333,11,issue,2019-08-21 02:02:48,None,1,157,2795,,,,,,,,,,
1334,11,receipt,2019-08-21 02:03:34,2019-08-21 02:03:56,0,157,2795,1,0,,,,,KnPU,,,task_doesn't_solved
1335,12,pack,2019-08-21 02:10:16,2019-08-21 02:12:15,1,157,2795,,,,,,,,,,
1336,12,alarm,2019-08-21 02:10:56,None,1,157,2795,,,,,,,,,,
