,number_of_group,type_occasion,start_date,end_date,internal_occasion,device,devicecode,qauntity_package_one,quantity_package_double,>420,r-a,task_alarm,mix_task,KPU/KnPU,receipt_without_pack,receipt_without_pack_and_alarm,solved_task
1589,44,receipt,2019-08-21 05:19:56,2019-08-21 05:21:26,1,156,2880,0,1,,,,,KPU,,,task_solved
1590,45,pack,2019-08-21 05:21:52,2019-08-21 05:22:28,1,156,2880,,,,,,,,,,
1591,45,pack,2019-08-21 05:23:35,2019-08-21 05:24:15,1,156,2880,,,,,,,,,,
1592,45,receipt,2019-08-21 05:21:45,2019-08-21 05:24:46,1,156,2880,0,2,,,,,KPU,,,task_solved
1593,46,pack,2019-08-21 05:25:31,2019-08-21 05:26:13,1,156,2880,,,,,,,,,,
1594,46,receipt,2019-08-21 05:25:22,2019-08-21 05:26:47,1,156,2880,0,1,,,,,KPU,,,task_solved
1595,47,pack,2019-08-21 05:27:57,2019-08-21 05:28:48,1,156,2880,,,,,,,,,,
1596,47,pack,2019-08-21 05:29:24,2019-08-21 05:30:11,1,156,2880,,,,,,,,,,
1597,1,pack,2019-08-21 01:14:12,2019-08-21 01:15:25,1,184,2798,,,,,,,,,,
1598,1,receipt,2019-08-21 01:16:20,2019-08-21 01:16:26,0,184,2798,0,1,,,,,KPU,,,task_solved
1599,2,pack,2019-08-21 01:17:51,2019-08-21 01:18:40,1,184,2798,,,,,,,,,,
1600,2,pack,2019-08-21 01:19:32,2019-08-21 01:20:25,1,184,2798,,,,,,,,,,
1601,2,receipt,2019-08-21 01:21:00,2019-08-21 01:21:32,0,184,2798,0,2,,,,,KPU,,,task_solved
1602,3,pack,2019-08-21 01:35:14,2019-08-21 01:36:04,1,184,2798,,,,,,,,,,
1603,3,pack,2019-08-21 01:37:37,2019-08-21 01:38:35,1,184,2798,,,,,,,,,,
1604,3,receipt,2019-08-21 01:39:21,2019-08-21 01:39:46,0,184,2798,0,2,,,,,KPU,,,task_solved
1605,4,pack,2019-08-21 01:40:31,2019-08-21 01:41:30,1,184,2798,,,,,,,,,,
1606,4,pack,2019-08-21 01:42:25,2019-08-21 01:43:15,1,184,2798,,,,,,,,,,
1607,4,receipt,2019-08-21 01:43:59,2019-08-21 01:44:29,0,184,2798,0,2,,,,,KPU,,,task_solved
1608,5,pack,2019-08-21 01:47:42,2019-08-21 01:48:28,1,184,2798,,,,,,,,,,
1609,5,pack,2019-08-21 01:49:27,2019-08-21 01:50:13,1,184,2798,,,,,,,,,,
1610,5,receipt,2019-08-21 01:50:59,2019-08-21 01:51:06,0,184,2798,0,2,,,,,KPU,,,task_solved
1611,6,pack,2019-08-21 03:30:40,2019-08-21 03:31:42,1,184,2798,,,,,,,,,,
1612,6,receipt,2019-08-21 03:32:06,2019-08-21 03:32:12,0,184,2798,0,1,,,,,KPU,,,task_solved
1613,7,pack,2019-08-21 03:35:37,2019-08-21 03:36:36,1,184,2798,,,,,,,,,,
1614,7,pack,2019-08-21 03:37:41,2019-08-21 03:38:33,1,184,2798,,,,,,,,,,
1615,7,pack,2019-08-21 03:39:15,2019-08-21 03:40:08,1,184,2798,,,,,,,,,,
1616,7,receipt,2019-08-21 03:40:20,2019-08-21 03:41:17,0,184,2798,0,3,,,,,KPU,,,task_solved
1617,8,pack,2019-08-21 03:42:11,2019-08-21 03:43:10,1,184,2798,,,,,,,,,,
1618,8,receipt,2019-08-21 03:43:30,2019-08-21 03:43:47,0,184,2798,0,1,,,,,KPU,,,task_solved
1619,9,pack,2019-08-21 03:59:54,2019-08-21 04:00:37,1,184,2798,,,,,,,,,,
1620,9,receipt,2019-08-21 04:01:18,2019-08-21 04:01:24,0,184,2798,0,1,,,,,KPU,,,task_solved
1621,10,pack,2019-08-21 04:01:57,2019-08-21 04:02:39,1,184,2798,,,,,,,,,,
1622,10,receipt,2019-08-21 04:03:31,2019-08-21 04:03:38,0,184,2798,0,1,,,,,KPU,,,task_solved
1623,11,pack,2019-08-21 04:04:41,2019-08-21 04:05:25,1,184,2798,,,,,,,,,,
1624,11,receipt,2019-08-21 04:05:54,2019-08-21 04:05:59,0,184,2798,0,1,,,,,KPU,,,task_solved
1625,12,pack,2019-08-21 04:06:39,2019-08-21 04:07:23,1,184,2798,,,,,,,,,,
1626,12,receipt,2019-08-21 04:08:06,2019-08-21 04:08:13,0,184,2798,0,1,,,,,KPU,,,task_solved
1627,13,pack,2019-08-21 04:08:53,2019-08-21 04:09:49,1,184,2798,,,,,,,,,,
1628,13,receipt,2019-08-21 04:10:09,2019-08-21 04:10:28,0,184,2798,0,1,,,,,KPU,,,task_solved
1629,14,pack,2019-08-21 04:13:54,2019-08-21 04:14:45,1,184,2798,,,,,,,,,,
1630,14,issue,2019-08-21 04:14:45,None,1,184,2798,,,,,,,,,,
1631,14,issue,2019-08-21 04:14:45,None,1,184,2798,,,,,,,,,,
1632,14,pack,2019-08-21 04:14:46,2019-08-21 04:15:38,1,184,2798,,,,,,,,,,
1633,14,pack,2019-08-21 04:16:03,2019-08-21 04:16:49,1,184,2798,,,,,,,,,,
1634,14,receipt,2019-08-21 04:17:22,2019-08-21 04:17:27,0,184,2798,0,2,,,,,KnPU,,,task_doesn't_solved
1635,15,pack,2019-08-21 04:19:01,2019-08-21 04:20:03,1,184,2798,,,,,,,,,,
1636,15,pack,2019-08-21 04:20:59,2019-08-21 04:21:50,1,184,2798,,,,,,,,,,
1637,15,receipt,2019-08-21 04:22:15,2019-08-21 04:22:23,0,184,2798,0,2,,,,,KPU,,,task_solved
1638,16,pack,2019-08-21 04:30:29,2019-08-21 04:31:22,1,184,2798,,,,,,,,,,
1639,16,receipt,2019-08-21 04:32:00,2019-08-21 04:32:14,0,184,2798,0,1,,,,,KPU,,,task_solved
1640,17,pack,2019-08-21 04:32:55,2019-08-21 04:34:01,1,184,2798,,,,,,,,,,
1641,17,receipt,2019-08-21 04:34:43,2019-08-21 04:34:47,0,184,2798,0,1,,,,,KPU,,,task_solved
1642,18,pack,2019-08-21 04:37:26,2019-08-21 04:38:27,1,184,2798,,,,,,,,,,
1643,18,receipt,2019-08-21 04:39:15,2019-08-21 04:39:20,0,184,2798,0,1,,,,,KPU,,,task_solved
1644,19,pack,2019-08-21 04:42:26,2019-08-21 04:43:12,1,184,2798,,,,,,,,,,
1645,19,pack,2019-08-21 04:43:52,2019-08-21 04:44:36,1,184,2798,,,,,,,,,,
1646,19,receipt,2019-08-21 04:45:23,2019-08-21 04:45:35,0,184,2798,0,2,,,,,KPU,,,task_solved
1647,20,pack,2019-08-21 04:47:51,2019-08-21 04:48:59,1,184,2798,,,,,,,,,,
1648,20,pack,2019-08-21 04:49:58,2019-08-21 04:50:39,1,184,2798,,,,,,,,,,
1649,20,receipt,2019-08-21 04:51:08,2019-08-21 04:51:22,0,184,2798,0,2,,,,,KPU,,,task_solved
1650,21,pack,2019-08-21 04:51:57,2019-08-21 04:52:49,1,184,2798,,,,,,,,,,
1651,21,receipt,2019-08-21 04:53:21,2019-08-21 04:53:45,0,184,2798,0,1,,,,,KPU,,,task_solved
1652,22,pack,2019-08-21 04:54:23,2019-08-21 04:55:25,1,184,2798,,,,,,,,,,
1653,22,receipt,2019-08-21 04:56:01,2019-08-21 04:56:06,0,184,2798,0,1,,,,,KPU,,,task_solved
1654,23,pack,2019-08-21 05:15:47,2019-08-21 05:16:44,1,184,2798,,,,,,,,,,
1655,23,receipt,2019-08-21 05:17:47,2019-08-21 05:18:00,0,184,2798,0,1,,,,,KPU,,,task_solved
1656,24,pack,2019-08-21 05:19:32,2019-08-21 05:20:21,1,184,2798,,,,,,,,,,
1657,24,receipt,2019-08-21 05:20:55,2019-08-21 05:21:00,0,184,2798,0,1,,,,,KPU,,,task_solved
1658,25,pack,2019-08-21 05:28:32,2019-08-21 05:29:50,1,184,2798,,,,,,,,,,
1659,25,receipt,2019-08-21 05:30:46,2019-08-21 05:31:32,0,184,2798,1,0,,,,,KPU,,,task_solved
1660,26,pack,2019-08-21 05:44:03,2019-08-21 05:45:03,1,184,2798,,,,,,,,,,
1661,26,receipt,2019-08-21 05:45:36,2019-08-21 05:45:39,0,184,2798,0,1,,,,,KPU,,,task_solved
1662,27,pack,2019-08-21 05:46:00,2019-08-21 05:46:43,1,184,2798,,,,,,,,,,
1663,1,pack,2019-08-21 01:21:24,2019-08-21 01:22:09,1,116,2947,,,,,,,,,,
1664,1,receipt,2019-08-21 01:21:05,2019-08-21 01:23:26,1,116,2947,0,1,,,,,KPU,,,task_solved
1665,2,pack,2019-08-21 01:47:36,2019-08-21 01:48:22,1,116,2947,,,,,,,,,,
1666,2,pack,2019-08-21 01:49:34,2019-08-21 01:50:22,1,116,2947,,,,,,,,,,
1667,2,receipt,2019-08-21 01:47:31,2019-08-21 01:52:42,1,116,2947,0,2,,,,,KPU,,,task_solved
1668,3,pack,2019-08-21 01:53:23,2019-08-21 01:54:07,1,116,2947,,,,,,,,,,
1669,3,receipt,2019-08-21 01:53:14,2019-08-21 01:55:23,1,116,2947,0,1,,,,,KPU,,,task_solved
1670,4,pack,2019-08-21 02:01:09,2019-08-21 02:02:15,1,116,2947,,,,,,,,,,
1671,4,pack,2019-08-21 02:04:15,2019-08-21 02:05:09,1,116,2947,,,,,,,,,,
1672,4,receipt,2019-08-21 02:00:54,2019-08-21 02:06:51,1,116,2947,0,2,,,,,KPU,,,task_solved
1673,5,pack,2019-08-21 02:08:03,2019-08-21 02:08:54,1,116,2947,,,,,,,,,,
1674,5,receipt,2019-08-21 02:07:54,2019-08-21 02:11:47,1,116,2947,0,1,,,,,KPU,,,task_solved
1675,6,pack,2019-08-21 02:12:54,2019-08-21 02:13:47,1,116,2947,,,,,,,,,,
1676,6,pack,2019-08-21 02:15:28,2019-08-21 02:16:18,1,116,2947,,,,,,,,,,
1677,6,receipt,2019-08-21 02:12:50,2019-08-21 02:17:00,1,116,2947,0,2,,,,,KPU,,,task_solved
1678,7,pack,2019-08-21 02:17:30,2019-08-21 02:18:16,1,116,2947,,,,,,,,,,
1679,7,pack,2019-08-21 02:19:23,2019-08-21 02:20:12,1,116,2947,,,,,,,,,,
1680,7,receipt,2019-08-21 02:17:22,2019-08-21 02:21:00,1,116,2947,0,2,,,,,KPU,,,task_solved
1681,8,pack,2019-08-21 02:21:39,2019-08-21 02:22:22,1,116,2947,,,,,,,,,,
1682,8,pack,2019-08-21 02:23:27,2019-08-21 02:24:15,1,116,2947,,,,,,,,,,
1683,8,pack,2019-08-21 02:25:20,2019-08-21 02:26:09,1,116,2947,,,,,,,,,,
1684,8,receipt,2019-08-21 02:21:29,2019-08-21 02:26:59,1,116,2947,0,3,,,,,KPU,,,task_solved
1685,9,pack,2019-08-21 02:27:48,2019-08-21 02:28:33,1,116,2947,,,,,,,,,,
1686,9,pack,2019-08-21 02:30:02,2019-08-21 02:30:50,1,116,2947,,,,,,,,,,
1687,9,receipt,2019-08-21 02:27:43,2019-08-21 02:32:03,1,116,2947,0,2,,,,,KPU,,,task_solved
1688,10,pack,2019-08-21 02:52:03,2019-08-21 02:52:58,1,116,2947,,,,,,,,,,
1689,10,receipt,2019-08-21 02:51:55,2019-08-21 02:54:09,1,116,2947,0,1,,,,,KPU,,,task_solved
1690,1,pack,2019-08-21 02:29:57,2019-08-21 02:31:07,1,179,3154,,,,,,,,,,
1691,1,receipt,2019-08-21 02:32:05,2019-08-21 02:32:32,0,179,3154,0,1,,,,,KPU,,,task_solved
1692,2,pack,2019-08-21 02:37:12,2019-08-21 02:37:34,1,179,3154,,,,,,,,,,
1693,2,issue,2019-08-21 02:37:34,None,1,179,3154,,,,,,,,,,
1694,2,issue,2019-08-21 02:37:34,None,1,179,3154,,,,,,,,,,
1695,2,pack,2019-08-21 02:37:35,2019-08-21 02:37:37,1,179,3154,,,,,,,,,,
1696,2,issue,2019-08-21 02:37:37,None,1,179,3154,,,,,,,,,,
1697,2,issue,2019-08-21 02:37:37,None,1,179,3154,,,,,,,,,,
1698,2,issue,2019-08-21 02:37:37,None,1,179,3154,,,,,,,,,,
1699,2,pack,2019-08-21 02:37:37,2019-08-21 02:38:53,1,179,3154,,,,,,,,,,
1700,2,issue,2019-08-21 02:37:37,None,1,179,3154,,,,,,,,,,
1701,2,issue,2019-08-21 02:37:37,None,1,179,3154,,,,,,,,,,
1702,2,issue,2019-08-21 02:37:37,None,1,179,3154,,,,,,,,,,
1703,2,issue,2019-08-21 02:38:53,None,1,179,3154,,,,,,,,,,
1704,2,issue,2019-08-21 02:38:53,None,1,179,3154,,,,,,,,,,
1705,2,receipt,2019-08-21 02:39:43,2019-08-21 02:39:46,0,179,3154,0,1,,,,,KnPU,,,task_doesn't_solved
1706,3,pack,2019-08-21 03:16:50,2019-08-21 03:17:23,1,179,3154,,,,,,,,,,
1707,3,issue,2019-08-21 03:17:23,None,1,179,3154,,,,,,,,,,
1708,3,issue,2019-08-21 03:17:23,None,1,179,3154,,,,,,,,,,
1709,3,pack,2019-08-21 03:17:24,2019-08-21 03:19:29,1,179,3154,,,,,,,,,,
1710,3,issue,2019-08-21 03:19:29,None,1,179,3154,,,,,,,,,,
1711,3,issue,2019-08-21 03:19:29,None,1,179,3154,,,,,,,,,,
1712,3,pack,2019-08-21 03:19:33,2019-08-21 03:19:50,1,179,3154,,,,,,,,,,
1713,3,pack,2019-08-21 03:19:51,2019-08-21 03:19:54,1,179,3154,,,,,,,,,,
1714,3,issue,2019-08-21 03:19:54,None,1,179,3154,,,,,,,,,,
1715,3,issue,2019-08-21 03:19:54,None,1,179,3154,,,,,,,,,,
1716,3,issue,2019-08-21 03:19:54,None,1,179,3154,,,,,,,,,,
1717,3,pack,2019-08-21 03:19:56,2019-08-21 03:20:18,1,179,3154,,,,,,,,,,
1718,3,receipt,2019-08-21 03:21:25,2019-08-21 03:21:51,0,179,3154,0,2,,,,,KnPU,,,task_doesn't_solved
1719,4,pack,2019-08-21 04:03:45,2019-08-21 04:04:18,1,179,3154,,,,,,,,,,
1720,4,issue,2019-08-21 04:04:18,None,1,179,3154,,,,,,,,,,
1721,4,issue,2019-08-21 04:04:18,None,1,179,3154,,,,,,,,,,
1722,4,pack,2019-08-21 04:04:21,2019-08-21 04:04:38,1,179,3154,,,,,,,,,,
1723,4,pack,2019-08-21 04:04:40,2019-08-21 04:09:45,1,179,3154,,,,,,,,,,
1724,4,receipt,2019-08-21 04:09:17,2019-08-21 04:09:25,1,179,3154,1,0,,,,,KnPU,,,task_doesn't_solved
1725,4,issue,2019-08-21 04:09:45,None,1,179,3154,,,,,,,,,,
1726,4,issue,2019-08-21 04:09:45,None,1,179,3154,,,,,,,,,,
1727,5,pack,2019-08-21 04:22:24,2019-08-21 04:23:12,1,179,3154,,,,,,,,,,
1728,5,pack,2019-08-21 04:24:37,2019-08-21 04:25:23,1,179,3154,,,,,,,,,,
1729,5,receipt,2019-08-21 04:26:43,2019-08-21 04:26:54,0,179,3154,0,2,,,,,KPU,,,task_solved
1730,6,pack,2019-08-21 04:42:44,2019-08-21 04:43:05,1,179,3154,,,,,,,,,,
1731,6,issue,2019-08-21 04:43:05,None,1,179,3154,,,,,,,,,,
1732,6,issue,2019-08-21 04:43:05,None,1,179,3154,,,,,,,,,,
1733,6,pack,2019-08-21 04:43:08,2019-08-21 04:44:09,1,179,3154,,,,,,,,,,
1734,6,issue,2019-08-21 04:44:09,None,1,179,3154,,,,,,,,,,
1735,6,issue,2019-08-21 04:44:09,None,1,179,3154,,,,,,,,,,
1736,6,receipt,2019-08-21 04:44:58,2019-08-21 04:45:05,0,179,3154,0,1,,,,,KPU,,,task_solved
1737,7,pack,2019-08-21 04:48:15,2019-08-21 04:50:40,1,179,3154,,,,,,,,,,
1738,7,alarm,2019-08-21 04:48:30,None,1,179,3154,,,,,,,,,,
1739,7,issue,2019-08-21 04:50:40,None,1,179,3154,,,,,,,,,,
1740,7,issue,2019-08-21 04:50:40,None,1,179,3154,,,,,,,,,,
1741,7,pack,2019-08-21 04:51:33,2019-08-21 04:51:50,1,179,3154,,,,,,,,,,
1742,7,issue,2019-08-21 04:51:50,None,1,179,3154,,,,,,,,,,
1743,7,issue,2019-08-21 04:51:50,None,1,179,3154,,,,,,,,,,
1744,7,pack,2019-08-21 04:52:00,2019-08-21 04:53:00,1,179,3154,,,,,,,,,,
1745,7,receipt,2019-08-21 04:55:18,2019-08-21 04:55:49,0,179,3154,0,1,,,,mix_task,KnPU,,,task_doesn't_solved
1746,8,pack,2019-08-21 04:56:24,2019-08-21 04:56:41,1,179,3154,,,,,,,,,,
1747,8,issue,2019-08-21 04:56:41,None,1,179,3154,,,,,,,,,,
1748,8,issue,2019-08-21 04:56:41,None,1,179,3154,,,,,,,,,,
1749,8,pack,2019-08-21 04:57:01,2019-08-21 04:57:42,1,179,3154,,,,,,,,,,
1750,8,issue,2019-08-21 04:57:42,None,1,179,3154,,,,,,,,,,
1751,8,issue,2019-08-21 04:57:42,None,1,179,3154,,,,,,,,,,
1752,8,alarm,2019-08-21 04:58:05,None,0,179,3154,,,,,task_alarm,,,,,
1753,8,issue,2019-08-21 04:59:06,None,0,179,3154,,,,,,,,,,
1754,8,issue,2019-08-21 04:59:06,None,0,179,3154,,,,,,,,,,
1755,8,pack,2019-08-21 04:59:06,2019-08-21 04:59:06,1,179,3154,,,,,,,,,,
1756,8,issue,2019-08-21 04:59:06,None,1,179,3154,,,,,,,,,,
1757,8,issue,2019-08-21 04:59:06,None,1,179,3154,,,,,,,,,,
1758,8,pack,2019-08-21 04:59:12,2019-08-21 04:59:20,1,179,3154,,,,,,,,,,
1759,8,issue,2019-08-21 04:59:20,None,1,179,3154,,,,,,,,,,
1760,8,issue,2019-08-21 04:59:20,None,1,179,3154,,,,,,,,,,
1761,1,pack,2019-08-21 03:25:13,2019-08-21 03:26:22,1,146,2954,,,,,,,,,,
1762,1,pack,2019-08-21 03:38:29,2019-08-21 03:39:39,1,146,2954,,,,,,,,,,
1763,1,pack,2019-08-21 03:41:27,2019-08-21 03:42:35,1,146,2954,,,,,,,,,,
1764,1,pack,2019-08-21 03:45:43,2019-08-21 03:46:55,1,146,2954,,,,,,,,,,
1765,1,alarm,2019-08-21 03:53:18,None,0,146,2954,,,,,task_alarm,,,,,
1766,1,pack,2019-08-21 03:55:11,2019-08-21 03:56:20,1,146,2954,,,,,,,,,,
1767,1,pack,2019-08-21 04:10:17,2019-08-21 04:11:26,1,146,2954,,,,,,,,,,
1768,1,pack,2019-08-21 04:48:48,2019-08-21 04:50:24,1,146,2954,,,,,,,,,,
1769,1,pack,2019-08-21 04:52:13,2019-08-21 04:53:37,1,146,2954,,,,,,,,,,
1770,1,pack,2019-08-21 04:54:53,2019-08-21 04:56:08,1,146,2954,,,,,,,,,,
1771,1,alarm,2019-08-21 04:58:29,None,0,146,2954,,,,,task_alarm,,,,,
1772,1,pack,2019-08-21 05:25:42,2019-08-21 05:26:54,1,146,2954,,,,,,,,,,
1773,1,pack,2019-08-21 05:27:58,2019-08-21 05:29:10,1,146,2954,,,,,,,,,,
1774,1,pack,2019-08-21 05:40:35,2019-08-21 05:41:48,1,146,2954,,,,,,,,,,
1775,1,pack,2019-08-21 05:44:00,2019-08-21 05:45:17,1,146,2954,,,,,,,,,,
1776,1,pack,2019-08-21 03:30:03,2019-08-21 03:31:12,1,115,2968,,,,,,,,,,
1777,1,issue,2019-08-21 03:31:12,None,1,115,2968,,,,,,,,,,
1778,1,pack,2019-08-21 03:36:47,2019-08-21 03:37:40,1,115,2968,,,,,,,,,,
1779,1,issue,2019-08-21 03:37:40,None,1,115,2968,,,,,,,,,,
1780,1,pack,2019-08-21 03:38:44,2019-08-21 03:39:34,1,115,2968,,,,,,,,,,
1781,1,issue,2019-08-21 03:39:34,None,1,115,2968,,,,,,,,,,
1782,1,alarm,2019-08-21 03:43:26,None,0,115,2968,,,,,task_alarm,,,,,
1783,1,pack,2019-08-21 04:04:31,2019-08-21 04:05:27,1,115,2968,,,,,,,,,,
1784,1,issue,2019-08-21 04:05:27,None,1,115,2968,,,,,,,,,,
1785,1,pack,2019-08-21 04:06:51,2019-08-21 04:07:47,1,115,2968,,,,,,,,,,
1786,1,issue,2019-08-21 04:07:47,None,1,115,2968,,,,,,,,,,
1787,1,pack,2019-08-21 04:38:20,2019-08-21 04:39:24,1,115,2968,,,,,,,,,,
1788,1,issue,2019-08-21 04:39:24,None,1,115,2968,,,,,,,,,,
1789,1,pack,2019-08-21 05:09:38,2019-08-21 05:10:31,1,115,2968,,,,,,,,,,
1790,1,issue,2019-08-21 05:10:31,None,1,115,2968,,,,,,,,,,
1791,1,pack,2019-08-21 05:13:20,2019-08-21 05:14:45,1,115,2968,,,,,,,,,,
1792,1,issue,2019-08-21 05:14:45,None,1,115,2968,,,,,,,,,,
1793,1,pack,2019-08-21 05:21:44,2019-08-21 05:22:39,1,115,2968,,,,,,,,,,
1794,1,issue,2019-08-21 05:22:39,None,1,115,2968,,,,,,,,,,
1795,1,pack,2019-08-21 03:33:05,2019-08-21 03:34:00,1,169,2810,,,,,,,,,,
1796,1,receipt,2019-08-21 03:35:00,2019-08-21 03:35:06,0,169,2810,0,1,,,,mix_task,KPU,,,task_solved
1797,2,pack,2019-08-21 03:56:10,2019-08-21 03:57:03,1,169,2810,,,,,,,,,,
1798,2,pack,2019-08-21 03:58:19,2019-08-21 03:59:43,1,169,2810,,,,,,,,,,
1799,2,receipt,2019-08-21 04:02:24,2019-08-21 04:03:20,0,169,2810,0,2,,,,,KPU,,,task_solved
1800,3,pack,2019-08-21 04:08:16,2019-08-21 04:09:07,1,169,2810,,,,,,,,,,
1801,3,receipt,2019-08-21 04:10:29,2019-08-21 04:10:35,0,169,2810,0,1,,,,,KPU,,,task_solved
1802,4,pack,2019-08-21 05:36:37,2019-08-21 05:37:28,1,169,2810,,,,,,,,,,
1803,4,pack,2019-08-21 05:38:42,2019-08-21 05:39:40,1,169,2810,,,,,,,,,,
1804,4,receipt,2019-08-21 05:40:31,2019-08-21 05:40:56,0,169,2810,0,2,,,,,KPU,,,task_solved
1805,5,pack,2019-08-21 05:43:02,2019-08-21 05:43:59,1,169,2810,,,,,,,,,,
1806,5,receipt,2019-08-21 05:45:37,2019-08-21 05:45:45,0,169,2810,0,1,,,,,KPU,,,task_solved
1807,1,pack,2019-08-21 03:59:38,2019-08-21 04:00:18,1,182,3005,,,,,,,,,,
1808,1,receipt,2019-08-21 03:59:32,2019-08-21 04:01:47,1,182,3005,0,1,,,,,KPU,,,task_solved
1809,2,pack,2019-08-21 04:10:43,2019-08-21 04:11:24,1,182,3005,,,,,,,,,,
1810,2,receipt,2019-08-21 04:10:38,2019-08-21 04:12:24,1,182,3005,0,1,,,,,KPU,,,task_solved
1811,3,pack,2019-08-21 04:16:51,2019-08-21 04:17:29,1,182,3005,,,,,,,,,,
1812,3,receipt,2019-08-21 04:16:45,2019-08-21 04:18:13,1,182,3005,0,1,,,,,KPU,,,task_solved
1813,4,pack,2019-08-21 04:18:59,2019-08-21 04:19:44,1,182,3005,,,,,,,,,,
1814,4,receipt,2019-08-21 04:18:51,2019-08-21 04:21:11,1,182,3005,0,1,,,,,KPU,,,task_solved
1815,5,pack,2019-08-21 04:22:15,2019-08-21 04:22:55,1,182,3005,,,,,,,,,,
1816,5,receipt,2019-08-21 04:22:09,2019-08-21 04:23:41,1,182,3005,0,1,,,,,KPU,,,task_solved
1817,6,pack,2019-08-21 04:30:34,2019-08-21 04:31:12,1,182,3005,,,,,,,,,,
1818,6,receipt,2019-08-21 04:30:28,2019-08-21 04:33:01,1,182,3005,0,1,,,,,KPU,,,task_solved
1819,7,pack,2019-08-21 04:39:23,2019-08-21 04:39:58,1,182,3005,,,,,,,,,,
1820,7,pack,2019-08-21 04:40:59,2019-08-21 04:42:57,1,182,3005,,,,,,,,,,
1821,7,alarm,2019-08-21 04:41:08,None,1,182,3005,,,,,,,,,,
1822,7,receipt,2019-08-21 04:39:13,2019-08-21 04:44:07,1,182,3005,2,0,,,,,KPU,,,task_solved
1823,1,pack,2019-08-21 03:59:28,2019-08-21 04:00:35,1,112,2805,,,,,,,,,,
1824,1,pack,2019-08-21 04:02:04,2019-08-21 04:03:01,1,112,2805,,,,,,,,,,
1825,1,receipt,2019-08-21 04:04:02,2019-08-21 04:04:26,0,112,2805,0,2,,,,mix_task,KPU,,,task_solved
1826,2,pack,2019-08-21 04:46:14,2019-08-21 04:46:27,1,112,2805,,,,,,,,,,
1827,2,issue,2019-08-21 04:46:27,None,1,112,2805,,,,,,,,,,
1828,2,issue,2019-08-21 04:46:27,None,1,112,2805,,,,,,,,,,
1829,2,issue,2019-08-21 04:46:27,None,1,112,2805,,,,,,,,,,
1830,2,pack,2019-08-21 04:46:33,2019-08-21 04:48:21,1,112,2805,,,,,,,,,,
1831,2,receipt,2019-08-21 04:48:41,2019-08-21 04:48:51,0,112,2805,1,0,,,,,KnPU,,,task_doesn't_solved
1832,3,pack,2019-08-21 04:57:12,2019-08-21 04:59:10,1,112,2805,,,,,,,,,,
1833,3,issue,2019-08-21 04:59:10,None,1,112,2805,,,,,,,,,,
1834,3,issue,2019-08-21 04:59:10,None,1,112,2805,,,,,,,,,,
1835,3,pack,2019-08-21 05:00:42,2019-08-21 05:02:04,1,112,2805,,,,,,,,,,
1836,3,issue,2019-08-21 05:02:04,None,1,112,2805,,,,,,,,,,
1837,3,issue,2019-08-21 05:02:04,None,1,112,2805,,,,,,,,,,
1838,3,pack,2019-08-21 05:02:14,2019-08-21 05:04:08,1,112,2805,,,,,,,,,,
1839,3,issue,2019-08-21 05:04:08,None,1,112,2805,,,,,,,,,,
1840,3,issue,2019-08-21 05:04:08,None,1,112,2805,,,,,,,,,,
1841,3,pack,2019-08-21 05:06:27,2019-08-21 05:07:55,1,112,2805,,,,,,,,,,
1842,3,issue,2019-08-21 05:07:55,None,1,112,2805,,,,,,,,,,
1843,3,issue,2019-08-21 05:07:55,None,1,112,2805,,,,,,,,,,
1844,3,pack,2019-08-21 05:09:22,2019-08-21 05:10:17,1,112,2805,,,,,,,,,,
1845,3,alarm,2019-08-21 05:10:16,None,1,112,2805,,,,,,,,,,
1846,3,issue,2019-08-21 05:10:17,None,1,112,2805,,,,,,,,,,
1847,3,issue,2019-08-21 05:10:17,None,1,112,2805,,,,,,,,,,
1848,3,alarm,2019-08-21 05:10:19,None,0,112,2805,,,,,task_alarm,,,,,
1849,3,alarm,2019-08-21 05:11:31,None,0,112,2805,,,,,task_alarm,,,,,
1850,3,pack,2019-08-21 05:12:52,2019-08-21 05:13:16,1,112,2805,,,,,,,,,,
1851,3,alarm,2019-08-21 05:13:10,None,1,112,2805,,,,,,,,,,
1852,3,alarm,2019-08-21 05:13:15,None,1,112,2805,,,,,,,,,,
1853,3,issue,2019-08-21 05:13:16,None,1,112,2805,,,,,,,,,,
1854,3,issue,2019-08-21 05:13:16,None,1,112,2805,,,,,,,,,,
1855,3,issue,2019-08-21 05:13:16,None,1,112,2805,,,,,,,,,,
1856,3,pack,2019-08-21 05:13:22,2019-08-21 05:13:32,1,112,2805,,,,,,,,,,
1857,3,issue,2019-08-21 05:13:32,None,1,112,2805,,,,,,,,,,
1858,3,issue,2019-08-21 05:13:32,None,1,112,2805,,,,,,,,,,
1859,3,issue,2019-08-21 05:13:32,None,1,112,2805,,,,,,,,,,
1860,3,pack,2019-08-21 05:13:44,2019-08-21 05:13:58,1,112,2805,,,,,,,,,,
1861,3,alarm,2019-08-21 05:13:54,None,1,112,2805,,,,,,,,,,
1862,3,alarm,2019-08-21 05:13:57,None,1,112,2805,,,,,,,,,,
1863,3,issue,2019-08-21 05:13:58,None,1,112,2805,,,,,,,,,,
1864,3,issue,2019-08-21 05:13:58,None,1,112,2805,,,,,,,,,,
1865,3,issue,2019-08-21 05:13:58,None,1,112,2805,,,,,,,,,,
